SPILLNO-------,S,OWNCO--------------------,OWNSTREET-----------,OWNCITY-------------,OS,OZIP,TY,DIDATE----,SPLOC     -------------------------,SPCITY-------------------,SPCOUN-------------------,MATERIAL----------------------,SFM_ID--,FAC_NAME-----------------
092993-EL-0800,9,LANCASTER COUNTY ENGINEER,555 S 10TH ST,LINCOLN,NE,68508,7,7/8/93,201 NW 84TH ST,EMERALD,LANCASTER,GASOLINE AND DIESEL,5047,LANCASTER CNTY ROAD MAINT
011999-NH-1315,T,LAND O LAKES,PO BOX 100,HARDY,NE,68943,7,1/18/99,MARKET & RAILROAD ST,HARDY,NUCKOLLS,"GASOLINE, DIESEL",5542,HARDY COOP
053012-TH-0910,T,LANDECO II,PO BOX 1482,NORFOLK,NE,69701,7,3/30/12,1304 RIVERSIDE BLVD,NORFOLK,MADISON,GASOLINE,3985,BENJAMIN EXPRESS
120514-JB-1015,1,LANOHA DEVELOPMENT,19111 W CENTER RD,OMAHA,NE,68130,1,12/4/14,5005 S 135TH ST,OMAHA,DOUGLAS,DIESEL FUEL,6428,MILLARD LUMBER
06209-SWM-1500,2,LARRY'S KERR MCGEE,7701 M AIN ST,RALSTON,NE,68127,7,5/15/89,7701 MAIN ST,RALSTON,DOUGLAS,GASOLINE,5541,LARRY'S KERR MCGEE
051198-GW-0815,2,LEAH CHADWICK,935 RAMOS DR,LADY LAKE,FL,32159,7,4/2/98,1617 AVENUE E,WISNER,CUMING,GASOLINE,5808,275 GAS MART
113000-GW-0837,2,LEE TSCHACHER,40341 HWY 71,SCOTTSBLUFF,NE,69361,7,11/21/00,514 NIOBRARA,HEMINGFORD,BOX BUTTE,"PETROLEUM, GAS, OIL, WASTE OIL",3692,ANDY`S TEXACO
09273-TSK-0815,9,LEIGH OIL CO,211 FIRST STREET,CLARKSON,NE,68629,7,9/23/83,228 MAIN STREET,LEIGH,COLFAX,GASOLINE,7633,LEIGH OIL
041593-TH-1314,2,LEO'S SERVICE,PO BOX 118,DAYKIN,NE,68338,7,4/15/93,NE CRNR JEFFERSON & NICHOL STS,DAYKIN,JEFFERSON,GASOLINE,3835,LEO'S SERVICE
052606-QK-1200,2,LEONARD HIATT WELL,,,,,10,5/26/06,2411 W 6TH ST,NORTH PLATTE,LINCOLN,DIESEL FUEL,,LEONARD HIATT PROPERTY
012398-GW-1630,9,LEWELLEN TRUE VALUE,"407 LIBERTY, BOX 261",LEWELLEN,NE,69147,7,1/23/98,E HWY 26,LEWELLEN,GARDEN,GASOLINE,1815,LEWELLEN TRUE VALUE
021293-QK-0800,9,LEXINGTON COOP OIL CO,PO BOX 80,GOTHENBURG,NE,69138,7,8/20/92,HWY 30,LEXINGTON,DAWSON,GASOLINE AND DIESEL,8,LEXINGTON COOP OIL CO.
081492-JB-1100,9,LEXINGTON COOP OIL CO,PO BOX 80,GOTHENBURG,NE,69138,7,8/13/92,HWY 40 & MAIN STREET,SUMNER,DAWSON,"GASOLINE, DIESEL, WASTE OIL",9,SUMNER BRANCH
102898-QK-1445,9,LEXINGTON COOP OIL CO,PO BOX 80,GOTHENBURG,NE,69138,7,10/28/98,MAIN STREET,EDDYVILLE,DAWSON,GAS & DIESEL,7,LEXINGTON COOP
112114-TH-0735,T,LEXINGTON PUBLIC SCHOOLS,300 S WASHINGTON,LEXINGTON,NE,38850,14,8/8/14,1711 ERIE ST,LEXINGTON,DAWSON,FUEL OIL (HEATING OIL),12630,SANDOZ ELEMENTARY SCHOOL
122394-GW-0800,2,LIBERTY GAS & OIL CO,11222 DAVENPORT ST,OMAHA,NE,68154,7,3/6/91,1801 MILITARY AVE,OMAHA,DOUGLAS,GASOLINE WASTE OIL,8284,LIBERTY GAS & OIL
080114-NH-1500,T,LICHTI BROS OIL CO INC,PO BOX 107,SHICKLEY,NE,68436,7,8/1/14,5018 S LINCOLN AVE,YORK,YORK,"GASOLINE, DIESEL",3016,CROSSROADS TEXACO
082098-GW-0850,9,LICHTI BROTHERS OIL CO,PO BOX 107,SHICKLEY,NE,68436,7,8/19/98,301 N MARKET ST,SHICKLEY,FILLMORE,GASOLINE,2308,LICHTI BROTHERS SERVICE S
082313-KM-1605,1,LINCOLN ELECTRIC SYSTEM,2620 FAIRFIELD,LINCOLN,NE,68521,15,8/16/13,5020 N 57TH ST,LINCOLN,LANCASTER,MINERAL OIL (NON-PCB),,CUSTOM MACHINE & DESIGN
100898-NH-1234,T,LINCOLN LUMBER CO,PO BOX 30373,LINCOLN,NE,68503,7,10/5/98,932 N 23RD ST (E SIDE),LINCOLN,LANCASTER,GASOLINE AND DIESEL,5799,LINCOLN LUMBER CO
122298-CT-1200,T,LINCOLN PUBLIC SCHOOLS,800 S 24TH,LINCOLN,NE,68510,14,6/12/98,4600 LEWIS AVE,LINCOLN,LANCASTER,HEATING OIL,8625,GOODRICH MIDDLE SCHOOL
123096-NM-1100,T,LINDSAY OIL CO,HWY 91,LINDSAY,NE,68644,7,11/4/93,HWY 91,LINDSAY,PLATTE,GASOLINE/DIESEL,142,LINDSAY OIL
120602-GW-1039,9,LITTLE BROWN JUG,RR 1,WYMORE,NE,68466,7,6/21/98,715 F ST NW CRNR 7TH & F,PAWNEE CITY,PAWNEE,"GASOLINE, DIESEL",4066,LITTLE BROWN JUG
091692-TH-0846,3,LOCHARD SERVICE,408 N. MAIN STREET,STELLA,NE,68442,7,8/20/92,408 NORTH MAIN STREET,STELLA,RICHARDSON,GASOLINE AND DIESEL,3748,LOCKARD SERVICE
100792-ML-1330,2,LOGAN CREEK SERVICE,119 MAIN ST,PENDER,NE,68047,7,10/7/92,119 MAIN ST,PENDER,THURSTON,DIESEL,2741,LOGAN CREEK SERVICE CO
04030-KSA-0900,9,LOHR PETROLEUM CO,2801 13 ST,COLUMBUS,NE,68601,7,4/2/90,2306 23 ST,COLUMBUS,PLATTE,GASOLINE,5125,NITE & DAY 66 SERVICE
04017-BHI-1400,2,LONE TREE SERV,402 2ND ST.,RUPERT,ID,83350,7,3/31/87,LONE TREE SERVICE,ST LIBORY,HOWARD,DIESEL OIL,3578,LONE TREE SERVICE
121790-NM-1330,T,LOZIER CORP,6360 PERSHING DR,OMAHA,NE,68110,14,9/27/90,6360 PERSHING DR,OMAHA,DOUGLAS,HEATING OIL,8520,LOZIER CORP NORTH PLANT
082091-SM-1530,T,LUEDEKE OIL CO. INC.,509 OAK ST.,STANTON,NE,68779,7,9/16/91,801 IVY ST.,STANTON,STANTON,GAS AND DIESEL,3167,LUEDKE OIL
060313-SM-1453,1,LYMAN RICHEY,4315 CUMING ST,OMAHA,NE,68131,3,6/3/13,"4171 ROAD F, PIT #73",BELLWOOD,BUTLER,DIESEL FUEL,,CENTRAL SAND/GRAVEL #73
061014-JB-1400,E,LYMAN RICHEY SAND,4315 CUMING ST,OMAHA,NE,68131,7,6/10/14,9305 S 97TH ST,LA VISTA,SARPY,DIESEL FUEL,2448,SHAMROCK CONCRETE CO
060799-TH-1157,T,MACS SHORT STOP,1805 PLUM CREEK LANE,LEXINGTON,NE,68850,7,3/10/99,1110 N ADAMS,LEXINGTON,DAWSON,GASOLINE,4223,MACS SHORT STOP
060208-NM-1000,T,MAGELLAN MIDSTREAM,ONE WILLIAMS CENTER,TULSA,OK,74172,6,4/1/08,122755 US HWY 281,DONIPHAN,HALL,"GASOLINE, DIESEL",,MAGELLAN MIDSTREAM PARTN
090908-NM-1640,T,MAGELLAN MIDSTREAM,2650 106TH ST,URBANDALE,IA,50322,9,9/9/08,9405 BENNINGTON RD,OMAHA,DOUGLAS,"GASOLINE, FUEL OIL",,MAGELLAN MIDSTREAM
033092-DH-1000,9,MAGELLAN PIPELINE,,,,,8,6/21/91,HWY 36 @ CUNNINGHAM LAKE,OMAHA,DOUGLAS,GASOLINE,,
050304-NH-1600,9,MAGELLAN PIPELINE,ONE WILLIAMS CNT,TULSA,OK,74172,9,12/9/94,1.5 M S OF DONIPHAN,DONIPHAN,HALL,GASOLINE AND/OR DIESEL,,MAGELLAN PIPELINE CO
121011-SM-1229,9,MAGELLAN PIPELINE,13424 W 98TH ST,LENEXA,KS,66215,4,12/10/11,"CR 724, 3 MI WEST HWY 67",NEMAHA,NEMAHA,"GASOLINE, #2 FUEL OIL, JP-8",,"MAGELLAN PIPELINE, NEHAMA"
051193-RM-1250,9,MAGERS SERVICE,RR 4 BOX 109B,NORTH PLATTE,NE,69101,7,4/2/92,902 N JEFFERS,NORTH PLATTE,LINCOLN,"KEROSENE, GASOLINE",2020,MAGERS SERVICE
072291-CT-1100,T,MAIL CONTR OF ARKANSAS,100 M KEEGAN DR #200,LITTLE ROCK,AR,72202,7,6/18/91,1001 PIERCE ST,OMAHA,DOUGLAS,DIESEL WASTE OIL,15,MAIL CONTRACTORS ARKANSAS
05267-DBH-1400,9,MAIN ST MINITARE -UNK,,,,,7,5/26/87,411 MAIN STREET,MINATARE,SCOTTS BLUFF,GASOLINE,,"UNK, MINATARE"
012797-NM-1315,2,MARIANNA INC,11222 I STREET,OMAHA,NE,68137,7,7/5/90,11222 I STREET,OMAHA,DOUGLAS,GAS AND DIESEL,3855,MARIANNA INC
061797-GW-1600,3,MARKS DOWNTOWN 66,803 LINCOLN AVE,YORK,NE,68467,7,6/17/97,803 LINCOLN AVENUE,YORK,YORK,GASOLINE,5040,MARK'S DOWNTOWN 66
021699-CT-0700,T,MARRIOTT RES CENTER,1818 N 90TH ST,OMAHA,NE,68114,14,12/10/98,1818 N 9TH ST,OMAHA,DOUGLAS,#2 HEATING OIL,7784,MARRIOTT RESERVATION CNTR
012793-GH-1500,9,MARTINS SERVICE,200 E BROAD ST,BLUE SPRINGS,NE,68318,13,10/9/91,200 E BROAD,BLUE SPRINGS,GAGE,GASOLINE,3774,MARTINS SERVICE
12045-WCS-1450,2,MARV'S SERVICE,PO BOX 115,BLUE HILL,NE,68930,7,12/4/85,SINCLAIR STA ON HWY 281,BLUE HILL,WEBSTER,UNLEADED,,MARV'S SERVICE
06138-RRV-1500,9,MAUL SERVICE STATION,BOX 98,AMHERST,NE,68812,7,6/14/88,MAIN ST,AMHERST,BUFFALO,GASOLINE,6722,MAUL SERVICE STATION
081991-GW-1709,2,MC COOK FLYING SERVICE,,,,,7,6/21/91,NEAR AIRPORT TERMINAL BLDG,MC COOK,RED WILLOW,AVIATION GASOLINE,5010,MC COOK FLYING SERVICE
011299-CT-1355,T,MCCARTER OIL CO,105 S 1ST ST,HAY SPRINGS,NE,69347,7,12/3/98,105 S 1ST ST,HAY SPRINGS,SHERIDAN,"GASOLINE, DIESEL",5854,MCCARTER OIL CO.
062494-JF-1200,9,MCCOOL JUNCTION COOP,104 N 6TH ST,MC COOL JCT,NE,68401,7,5/14/91,221 S 1ST AVE,MC COOL JUNCTION,YORK,GASOLINE DIESEL,2761,MCCOOL JUNCTION COOP
111506-TH-1015,9,MCCOOLS STANDARD SERVICE,PO BOX 124,MCCOOL JUNCTION,NE,58401,7,7/24/98,101 S 1ST AVE,MC COOL JUNCTION,YORK,"GASOLINE, DIESEL",4142,MCCOOLS STANDARD SERVICE
022996-GW-0800,9,MCDONALDS RESTAURANT -UNK,,,,,7,5/31/95,"1180 W HWY 20, HWY 285 & 20",CHADRON,DAWES,GASOLINE & DIESEL,91451,PROPOSED MACDONALDS RESTA
120705-TH-1145,9,MCLAIN OIL CO,HWY 20,BELDEN,NE,68717,7,8/8/05,"HWY 20 & CEDAR, 106 E HWY 20",BELDEN,CEDAR,DIESEL,4817,MCLAIN OIL CO
10258-DBH-1530,9,MCLAUGHLIN ENTERPRISES,5TH AND LINCOLN AV,HEBRON,NE,68370,7,10/25/88,5TH & LINCOLN STREETS AVE,HEBRON,THAYER,GASOLINE,3705,MCLAUGHLIN ENTERPRISES
071693-NM-0945,9,MEADOW GROVE FARMERS COOP,313 MAIN AVE,MEADOW GROVE,NE,68752,7,10/30/91,313 MAIN AVE,MEADOW GROVE,MADISON,GASOLINE DIESEL,6310,MEADOW GROVE FARMERS COOP
091593-GW-1456,3,MEDICINE CREEK LODGE,RT 2 BOX 93,CAMBRIDGE,NE,69022,7,8/23/93,RR 2,CAMBRIDGE,FRONTIER,GASOLINE,8025,MEDICINE CREEK LODGE
082592-DH-1540,2,MEISINGER OIL INC,1160 LINCOLN ST,BLAIR,NE,68008,6,6/15/92,222 N 4TH,NORFOLK,MADISON,GASOLINE,1177,MEISINGER OIL CO.
091895-GW-1500,T,MENTZER OIL,506 E 8TH ST,NORTH PLATTE,NE,69101,6,8/24/95,506 E 8TH ST,NORTH PLATTE,LINCOLN,VARIOUS PETROLEUM,2399,MENTZER BULK OIL PLANT
071698-TH-1410,T,MERCHANT CONVENIENCE STOR,PO BOX 602,NORFOLK,NE,68701,7,10/16/98,400 E NORFOLK AVE,NORFOLK,MADISON,GASOLINE,2897,MERCHANTS CONVENIENCE
101696-CT-1505,T,METRO AREA TRANSIT,2222 CUMMING ST,OMAHA,NE,68102,7,9/5/96,2222 CUMING ST,OMAHA,DOUGLAS,DIESEL,2415,METRO AREA TRANSIT
021302-GW-0817,2,MID STATES BI-PRODUCTS,,,,,7,12/3/01,504 N JACKSON,PAPILLION,SARPY,WASTE OIL,11699,MID STATES BY-PRODUCTS
071796-GW-1540,9,MID-AMERICA UNION CONF OF,PO BOX 6127,LINCOLN,NE,68506,7,7/16/96,8550 PIONEERS BLVD,LINCOLN,LANCASTER,GAS & DIESEL,4364,MID-AMERICA UNION CONF
111094-GW-0809,T,MIDLAND COLLEGE,900 CLARKSON,FREMONT,NE,68025,14,8/5/94,9TH & IRVING ST,FREMONT,DODGE,HEATING OIL,8730,SWANSON HALL OF SCIENCE
120396-NM-0800,2,MIDTOWN AUTOMOTIVE-DISSOL,,,,,7,12/3/96,816 N 19TH ST,OMAHA,DOUGLAS,"GAS, DIESEL, WASTE OIL",1767,MODERN EQUIPMENT CO
060806-NH-1000,9,MIDWAY FILLING STATION,,,,,7,6/8/06,W HWY 275,NORFOLK,MADISON,GASOLINE,,MIDWAY FILLING STATION
042695-CT-1120,T,MIDWEST AVIATION,3709 DOOLITTLE PL,OMAHA,NE,68110,7,3/21/95,3709 DOOLITTLE PL,OMAHA,DOUGLAS,WASTE OIL,11322,MIDWEST AVIATION
071511-KM-0000,1,MIDWEST AVIATION,3709 DOOLITTLE PLZ,OMAHA,NE,68110,15,7/14/11,3709 DOOLITTLE PLZ,OMAHA,DOUGLAS,WASTE OIL/WATER MIXTURE,,MIDWEST AVIATION
050994-TH-0842,3,MIDWEST IRRIGATION,701 S 17TH,HENDERSON,NE,68371,7,4/1/94,701 S 17TH,HENDERSON,YORK,GASOLINE,7630,MIDWEST IRRIGATION
091696-TH-0959,2,MIDWEST LAND CO.,EAST HWY 35,WAYNE,NE,68787,7,8/6/96,EAST HIGHWAY 35,WAYNE,WAYNE,GASOLINE,4312,MARRA HOME IMPROVEMENT
013092-ML-1625,3,MILDER OIL,1920 S 26TH,OMAHA,NE,,6,1/30/92,1920 S 26TH,OMAHA,DOUGLAS,PETROLEUM,,MILDER OIL CO
061792-NM-1100,3,MILDER OIL,1920 S 26TH,OMAHA,NE,OMAHA,6,6/17/92,1920 S 26TH,OMAHA,DOUGLAS,PETROLEUM,,MILDER OIL
061893-MF-1130,3,MILDER OIL,1941 S 26TH,OMAHA,NE,,6,6/17/93,26TH & DORCAS,OMAHA,DOUGLAS,WASTE OIL,,MILDER OIL CO
052892-DT-1310,3,MILDER OIL COMPANY,BOX 3707,OMAHA,NE,68102,2,11/30/91,"AMTRAK DEPOT, 1003 S 9TH",OMAHA,DOUGLAS,DIESEL,,AMTRAK - W FUELING
072194-NM-0802,3,MILLER FARM HOME OIL,837 W 27TH ST,SCOTTSBLUFF,NE,69361,7,7/13/94,301 W 3RD,ALLIANCE,BOX BUTTE,UNK,11215,MILLER FARM HOME OIL
121291-JB-1330,9,"MILLER, BRYON",RR 2,ITHACA,NE,68033,6,12/11/91,3 N 3 3/4 E OF CERESCO,ITHACA,SAUNDERS,#2 DIESEL,,BRYON MILLER RESIDENCE
110193-GH-1400,9,MILLER'S CORNER,JCT HWY 70 AND 281,BARTLETT,NE,68622,7,6/1/91,JCT HWY 70 AND 281,BARTLETT,WHEELER,UNK,3270,MILLER'S CORNER
061008-KM-1600,T,MINATARE TRUCK PLAZA,300294 HIGHWAY 26,MINATARE,NE,69356,6,6/10/08,300294 HIGHWAY 26,MINATARE,SCOTTS BLUFF,DIESEL,,MINATARE TRUCK PLAZA
073112-TH-1320,2,MINI PLAZA INC,,OMAHA,NE,,7,5/22/12,2705 S 148TH ST,OMAHA,DOUGLAS,GASOLINE,8124,MINI PLAZA INC
122292-JB-1425,2,MINI PLAZA INC,6000 GROVER STREET,OMAHA,NE,68106,7,12/21/92,5504 CENTER ST,OMAHA,DOUGLAS,GASOLINE,,MINI PLAZA INC
101797-NM-1000,9,MINNIE & HOWARD SHEPPARD,404 LORRAINE DRIVE,BELLEVUE,NE,68005,7,4/16/96,122 W MISSION ST,BELLEVUE,SARPY,GASOLINE AND WASTE OIL,4321,TIMS CONOCO
071693-NM-0755,2,MIRACLE HILL GOLF CENTER,1401 N 120TH,OMAHA,NE,68154,7,1/31/90,2424 S 78TH ST,OMAHA,DOUGLAS,GASOLINE,2941,CEDAR HILLS GOLF COURSE
012909-NH-1300,1,MIRASTAR,3450 S 344TH WAY,AUBURN,WA,98001,7,1/29/09,2300 PASEWALK AVE,NORFOLK,MADISON,GASOLINE,11484,MIRASTAR
112393-NM-0705,T,MOBIL OIL CORPORTATION,PO BOX 874,JOLIET,IL,60434,7,9/8/93,7624 MAIN,RALSTON,DOUGLAS,WASTE OIL,6506,A-1 ELECTRIC
011992-KM-1825,9,MONROE AUTO EQUIPMENT CO,121 MERIDAN AVE,COZAD,NE,69130,7,2/12/92,121 MERIDAN AVE,COZAD,DAWSON,,2236,MONROE AUTO EQUIPMENT
080806-SM-1756,T,"MOORE, THOMAS","LOT 28-A, THOMAS LAK",ASHLAND,NE,68003,15,8/8/06,"LOTS 28 & 28A, THOMAS LAKES",ASHLAND,SAUNDERS,USED OIL,,LOTS 28 & 28A THOMAS LAKE
051310-JE-1644,1,"MUELLER, DAVID",405 SOUTH A ST,BLUE SPRINGS,NE,68318,7,5/17/10,405 SOUTH A ST,BLUE SPRINGS,GAGE,WASTE OIL,,DAVID MUELLER PROPERTY
10230-STM-1345,9,MULLEN COOPERATIVE OIL CO,204 WASHINGTON ST,MULLEN,NE,69152,7,9/10/90,204 WASHINGTON ST,MULLEN,HOOKER,GASOLINE,3691,MULLEN COOPERATIVE OIL CO
092200-GW-1655,9,MUSTARD OIL,510 G ST,CENTRAL CITY,NE,68826,7,12/7/93,"510 G ST, HWY 30 & G, SW CORNE",CENTRAL CITY,MERRICK,"GASOLINE, DIESEL, KEROSENE, WA",4791,MUSTARD OIL
110696-CT-0940,T,NAPER SUPPLY & REPAIR,1ST & MAIN ST,NAPER,NE,68755,7,8/26/96,1ST & MAIN ST,NAPER,BOYD,GAS AND DIESEL,6657,NAPER SUPPLY & REPAIR
070705-KM-1045,1,NASQ ENTERPRISE INC,8928 MAPLE ST______,OMAHA,NE,69134,7,7/6/05,8928 MAPLE,OMAHA,DOUGLAS,GASOLINE,552,NASQ QUALITY MART
111390-CT-1113,2,NATIONAL BY-PRODUCTS,PO BOX 668,BELLEVUE,NE,68005,7,10/15/90,14401 S 5TH ST,BELLEVUE,SARPY,GASOLINE & DIESEL,5454,NATIONAL BY-PRODUCTS INC
092812-DB-1447,T,NDOR,5001 S 14TH ST,LINCOLN,NE,,7,9/5/12,772 N 1ST ST,TECUMSEH,JOHNSON,WASTE OIL,,NDOR - EAST MAINT FAC
021915-JB-0925,1,NE ARMY NATIONAL GUARD,2433 NW 24TH ST,LINCOLN,NE,68524,1,2/18/15,2450 N PARK RD,LINCOLN,LANCASTER,HYDRAULIC OIL,,NE ARNG NEAR CSMS SHOP
091297-NM-1411,T,NE GAME & PARKS,2200 N 33RD,LINCOLN,NE,58503,7,6/18/97,BRANCHED OAK SRA,RAYMOND,LANCASTER,GASOLINE,5023,BRANCHED OAK SRA
07160-RJF-1430,2,NE NEBRASKA RURAL PPD,511 MAIN ST,EMERSON,NE,68733,7,6/5/90,EMERSON,EMERSON,DIXON,GASOLINE,2223,NORTHEAST NE PUB PWR DIST
011299-CT-1415,T,NEBCO,PO BOX 80268,LINCOLN,NE,68502,7,11/3/98,3001 Y ST,LINCOLN,LANCASTER,GASOLINE & UNKNOWN PETROLEUM,5024,NEBCO INC
07188-MGF-1400,9,NEBR DEPT OF ROADS,PO BOX 94759,LINCOLN,NE,68509,7,7/18/88,1001 ALASKA AVE,NORFOLK,MADISON,GASOLINE & DIESEL,703,NDOR MAINT FAC - NORFOLK
072092-NW-1320,9,NEBR DEPT OF ROADS,PO BOX 94759,LINCOLN,NE,68509,7,5/7/91,N SIDE OF US 30,KEARNEY,BUFFALO,GAS & DIESEL,782,NDOR
102192-NH-0755,9,NEBR DEPT OF ROADS,PO BOX 94759,LINCOLN,NE,68509,7,10/20/92,EAST SIDE OF HWY 81,GENEVA,FILLMORE,GASOLINE & DIESEL,9766,NDOR
110193-GH-1300,9,NEBR DEPT OF ROADS,PO BOX 94759,LINCOLN,NE,68509,7,4/6/93,HY 275 N OF CITY LIMIT,WEST POINT,CUMING,GASOLINE & DIESEL,739,NDOR - WEST POINT
112098-GW-1430,T,NEBR GAME & PARKS COMM,2200 N 33RD ST,LINCOLN,NE,68503,7,11/20/98,"1MI W,.5MI N,1/4MI E,1/8MI NW",LOUISVILLE,CASS,"GASOLINE, DIESEL",5021,PLATTE RIVER STATE PARK
042912-SM-1509,T,NEDAK ETHANOL HC,85217 HILLCREST RD,ATKINSON,NE,68713,2,4/29/12,49131 HWY 20,O'NEILL,HOLT,DENATURED ALCOHOL,,NEDAK ETHANOL LLC
042291-TH-1139,2,NEILS STANDARD SERVICE,223 GRAND,RAVENNA,NE,68869,7,4/11/91,223 GRAND ST,RAVENNA,BUFFALO,GASOLINE,6081,NEILS STANDARD SERVICE
11300-NAH-0830,9,NEITZEL OIL CO.,HWY 50,SPRINGFIELD,NE,68059,7,11/6/90,HWY 50,SPRINGFIELD,SARPY,"GAS, DIESEL, KEROSENE, UNK",1235,NEITZEL OIL CO
051992-CT-0800,2,NELSON MORRIS HOLDEMAN,PO BOX 81849,LINCOLN,NE,68501,7,5/19/92,49TH AND VINE ST.,LINCOLN,LANCASTER,GASOLINE,8478,B & J SMALL ENGINE REPAIR
040495-GW-1305,9,NELSON PETROLEUM,119 N 16TH ST,GENEVA,NE,68361,7,4/4/95,823 F ST,GENEVA,FILLMORE,GASOLINE,6652,NELSON PETROLEUM
111391-SB-1145,2,NELSON SVC CENTER INC,1427 W 7TH,HASTINGS,NE,68901,7,11/13/90,575 S MAIN,NELSON,NUCKOLLS,GASOLINE DIESEL,2640,NELSON SVC CENTER INC
041294-GW-1045,2,NEMAHA COUNTY,1824 S STREET,AUBURN,NE,68305,13,3/22/91,2001 P STREET,AUBURN,NEMAHA,GASOLINE,8358,NEMAHA COUNTY BARN
121494-NM-0820,2,NETTIES FINE MEXICAN FOOD,7110 RAILROAD AVE,BELLEVUE,NE,68005,7,9/6/94,7110 RAILROAD AVE,BELLEVUE,SARPY,GASOLINE,11227,NETTIES FINE MEXICAN FOOD
100114-JB-1845,1,NEW ERA EXCAVATION,PO BOX 690,BOYS TOWN,NE,68010,6,10/1/14,8551 WHITMORE CT,OMAHA,DOUGLAS,DIESEL FUEL,,D & D CONSTRUCTION
090492-KM-1350,2,NEW TOWER HOTEL COURTS,7764 DODGE STREET,OMAHA,NE,68114,14,8/24/92,8420 WEST DODGE ROAD,OMAHA,DOUGLAS,HEATING OIL,8451,MORGAN PLACE
021594-GW-1145,2,"NEWMAN, LARRY",311 E CURTIS ST,ECKLEY,CO,80727,7,2/19/93,SE CRNR 12TH & BROADWAY,IMPERIAL,CHASE,GASOLINE,5833,SERVICE STATION
061897-NM-1345,2,NEWSON CONSTRUCTION INC,6424 N 16TH ST,OMAHA,NE,68111,7,1/18/95,6424 N 16TH ST,OMAHA,DOUGLAS,GASOLINE AND DIESEL,5911,NEWSON CONSTRUCTION CO
090908-TH-0825,3,NORDER AGRI SUPPLY,PO BOX 10,BRUNING,NE,68322,7,9/4/08,200 E MAIN ST,BRUNING,THAYER,"GASOLINE, DIESEL",6393,CORNER STATION
100213-TH-0820,T,NORTH PLATTE PUBLIC SCHL,PO BOX 1557,NORTH PLATTE,NE,69101,14,8/7/13,600 W 3RD,NORTH PLATTE,LINCOLN,HEATING OIL,11538,WASHINGTON ELEM SCHOOL
042399-TH-1401,2,NORTHEAST COOP,445 S MAIN,WEST POINT,NE,68788,7,8/19/97,206 OAK,WAKEFIELD,DIXON,"GASOLINE, DIESEL",1950,C-STORE
121593-ML-1830,9,"NU STAR ENERGY, LP",PO BOX 781609,SAN ANTONIO,TX,78278,6,12/15/93,6 M. EAST OF COLUMBUS,COLUMBUS,COLFAX,"GASOLINE, DIESEL INTERFACE""""",,NUSTAR ENERGY LP COLUMBUS
021313-NH-1400,T,NUSTAR ENERGY,7340 W 21ST ST N,WICHITA,KS,67205,4,2/12/13,"CO RD A, 1 MI W OF CHESTER",CHESTER,THAYER,PETROLEUM DISTILLATES,,NUSTAR PUMP STATION
071493-NM-1445,2,ODANIEL MOTOR CENTER,7801 DODGE,OMAHA,NE,68114,7,3/5/91,7801 DODGE,OMAHA,DOUGLAS,GASOLINE,6895,ODANIEL MOTOR CENTER
031904-ML-2245,T,OFFUTT A F B,106 PEACEKEEPER DR,OFFUTT A F B,NE,68113,7,3/19/04,BLDG 457,OFFUTT AFB,SARPY,DIESEL FUEL,,OFFUTT AFB
041706-NM-0900,T,OFFUTT A F B,106 PEACEKEEPER STE,OFFUTT A F B,NE,68113,7,10/26/05,BLDGS 528 & 529,OFFUTT AFB,SARPY,JP 8,12009,OFFUTT BLDGS 528 & 529
051308-NM-0845,T,OFFUTT A F B,55 CES/CEVC,OFFUTT AFB,NE,68113,9,4/25/08,FOXTROT RUNWAY,OFFUTT AFB,SARPY,JP-4,,OFFUTT - FOXTROT RUNWAY
072808-NM-1050,T,OFFUTT A F B,55 CES/CEV 106 PEACE,OFFUTT AFB,NE,68113,5,7/22/08,INDIA APRON,OFFUTT AFB,SARPY,JP4 & JP8,,INDIA APRON - OFFUTT AFB
072897-GW-1020,T,OFFUTT A F B,55 CSG/CC,OFFUTT A F B,NE,68113,14,7/25/97,BLDG 517-1,OFFUTT AFB,SARPY,HEATING OIL,8706,OFFUTT AFB # 517-1
081711-TH-1115,T,OFFUTT A F B,55 CES/CEV,OFFUTT AFB,NE,68113,7,6/8/11,"BUILDING 41, TANK 41-1",OFFUTT AFB,SARPY,DIESEL,8706,"BUILDING 41, TANK 41-1"
071493-NM-1345,2,OIL PRODUCTS CO,500 AVENUE H,CARTER LAKE,IA,51510,7,2/6/91,5215 NO 16TH ST,OMAHA,DOUGLAS,GASOLINE,1133,OIL PRODUCTS CO
071693-NM-0915,9,OLSON BLDG-ELEVATOR SHAFT,,,,,7,5/1/92,510 S. 7TH STREET,LINCOLN,LANCASTER,UNKNOWN,,OLSON BLDG-ELEV. SHAFT
09210-RJF-1530,2,OLSON OIL INC.,1824 E. 24TH,KEARNEY,NE,68847,7,8/1/90,3821 2ND AVE,KEARNEY,BUFFALO,GASOLINE AND DIESEL,1054,OLSON OIL INC.
112398-CT-1535,T,OMAHA AIRPORT AUTHORITY,4501 ABBOTT DR,OMAHA,NE,68110,14,9/29/98,4501 ABBOTT DR,OMAHA,DOUGLAS,HEATING OIL,4231,EPPLEY AIRFIELD BOILER RM
